system:index,NDII,NDVI,NDWI,date,point_id,.geo
0_0,0.05419922,0.6026165,0.005901976,2024-09-23,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.27136552,0.7664719,0.22140197,2024-09-23,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,0.16726239,0.5756857,0.17789607,2024-09-23,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,0.048907064,0.6158075,0.04456221,2024-09-23,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.0020257866,0.4185638,-0.007198679,2024-09-23,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,0.25470573,0.77135086,0.20588891,2024-09-23,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.056485932,0.39157528,-0.089973405,2024-09-23,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.014794006,0.49986607,-0.061812617,2024-09-23,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,0.22788389,0.75522673,0.22506142,2024-09-23,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.031833917,0.42460144,-0.09019982,2024-09-23,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,0.19219087,0.71311754,0.121503435,2024-09-23,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.10091665,0.63572013,0.078778975,2024-09-23,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,0.256903,0.5335784,0.21627477,2024-09-23,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.3233383,0.77882475,0.2834943,2024-09-23,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,0.27538198,0.7953206,0.22951888,2024-09-23,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,0.26300436,0.80528724,0.23921597,2024-09-23,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.27099645,0.73230034,0.26951268,2024-09-23,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.2748037,0.76,0.20954357,2024-09-23,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.086363636,0.66554624,0.045634396,2024-09-23,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,0.23085369,0.7972743,0.20193677,2024-09-23,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.4004914,0.8598935,0.39864448,2024-09-23,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.015721506,0.42392662,-0.013002022,2024-09-23,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.25740945,0.74895716,0.26045367,2024-09-23,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.06794303,0.633218,0.031067962,2024-09-23,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.20296043,0.5866261,0.055967633,2024-09-23,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,0.026476579,0.543257,0.007475083,2024-09-23,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,0.046059933,0.22804314,-0.037730154,2024-09-23,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.029208472,0.46625128,-0.04292815,2024-09-23,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,0.09931326,0.6722467,0.05356647,2024-09-23,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,-0.033278555,0.48727983,-0.049009386,2024-09-23,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,0.08102457,0.7101968,0.041961852,2024-09-23,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.012070144,0.5188537,-0.04910293,2024-09-23,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,0.22695252,0.71915585,0.25325444,2024-09-23,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
