system:index,NDII,NDVI,NDWI,date,point_id,.geo
0_0,0.25547358,0.5767159,0.1963049,2024-06-30,25000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.21811497,0.6558683,0.16413668,2024-06-30,25001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,0.1885896,0.7605711,0.1793208,2024-06-30,25002,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,0.34135702,0.6879371,0.32355118,2024-06-30,25003,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,0.27044728,0.7593412,0.26220757,2024-06-30,25004,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,0.29335302,0.6909971,0.26178557,2024-06-30,25005,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.00364816,0.51452017,-0.03764067,2024-06-30,25006,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,0.053314053,0.43092656,0.024516843,2024-06-30,25007,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,0.10019736,0.64437175,0.095454626,2024-06-30,25008,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,0.09588034,0.6432519,0.09069846,2024-06-30,25009,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.044827387,0.5063176,-0.059288613,2024-06-30,25010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.20805354,0.67403436,0.20681632,2024-06-30,25011,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,0.096374854,0.63740325,0.0773567,2024-06-30,25012,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.056138135,0.6082131,0.026822727,2024-06-30,25013,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,0.2651557,0.6209541,0.37811127,2024-06-30,25014,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,0.038968477,0.55602205,0.0045818794,2024-06-30,25015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.060723368,0.54470813,0.0074968375,2024-06-30,25016,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.10638278,0.5645012,0.051883537,2024-06-30,25017,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.16467209,0.7239743,0.13858248,2024-06-30,25018,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.08660427,0.449775,-0.14496969,2024-06-30,25019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.13884233,0.6540773,0.08683947,2024-06-30,25020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.08118751,0.63598907,0.08335179,2024-06-30,25021,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.1094629,0.66814786,0.08216018,2024-06-30,25022,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,-0.023630567,0.47311562,-0.049033303,2024-06-30,25023,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.13142373,0.6727739,0.11142308,2024-06-30,25024,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,0.07108885,0.447149,0.012397868,2024-06-30,25025,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.023280011,0.46392244,-0.054419275,2024-06-30,25026,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.13934761,0.62533104,0.10563283,2024-06-30,25027,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.022637619,0.4590698,-0.047238342,2024-06-30,25028,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.16362233,0.6817459,0.13201429,2024-06-30,25029,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.024266273,0.5566191,0.008218563,2024-06-30,25030,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,0.13985743,0.7157307,0.12418888,2024-06-30,25031,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,0.006993701,0.45261067,-0.03152877,2024-06-30,25032,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,0.10383517,0.5854657,0.08324657,2024-06-30,25033,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,0.21326396,0.789632,0.21941657,2024-06-30,25034,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,0.036982715,0.5551289,0.0040005073,2024-06-30,25035,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,0.15274945,0.6022261,0.108685285,2024-06-30,25036,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.17221484,0.6655342,0.13595624,2024-06-30,25037,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,0.054974776,0.50708616,0.0136660095,2024-06-30,25038,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.17097637,0.6447314,0.10715204,2024-06-30,25039,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,0.17456764,0.6834095,0.13996664,2024-06-30,25040,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,0.026128944,0.5323436,-0.037630517,2024-06-30,25041,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.31165126,0.80665386,0.28599885,2024-06-30,25042,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,0.2224674,0.6656141,0.17602643,2024-06-30,25043,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.40883672,0.85989374,0.39971304,2024-06-30,25044,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-0.018597377,0.40883803,-0.09969238,2024-06-30,25045,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,0.15220805,0.46149632,0.12632705,2024-06-30,25046,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.1476471,0.5522027,0.13003278,2024-06-30,25047,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,0.15716489,0.7109185,0.1219271,2024-06-30,25048,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,0.29010817,0.7027036,0.27079433,2024-06-30,25049,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,0.009148582,0.45424345,-0.030213283,2024-06-30,25050,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,-0.04853157,0.40127972,-0.116990134,2024-06-30,25051,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,0.17420588,0.66896737,0.1390928,2024-06-30,25052,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,0.05038463,0.5070887,0.043091085,2024-06-30,25053,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,0.029693013,0.54569924,-0.0055267075,2024-06-30,25054,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,0.050851893,0.29927135,0.02177901,2024-06-30,25055,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,0.07361196,0.46533918,0.024208043,2024-06-30,25056,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,0.31723586,0.7838511,0.27905273,2024-06-30,25057,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,-0.03553838,0.3651431,-0.07457565,2024-06-30,25058,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,0.14288989,0.6730383,0.12413402,2024-06-30,25059,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,0.22487372,0.7972097,0.21577294,2024-06-30,25060,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,-0.067029916,0.37701753,-0.10133554,2024-06-30,25061,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,-0.013148017,0.38827902,-0.016152473,2024-06-30,25062,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,0.30495003,0.8299079,0.31242025,2024-06-30,25063,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,-0.029747225,0.4983,-0.07005709,2024-06-30,25064,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,-0.015866261,0.47240117,-0.064847305,2024-06-30,25065,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,0.113863364,0.55711234,0.057086896,2024-06-30,25066,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,0.058204077,0.468183,0.03177268,2024-06-30,25067,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,-0.102047704,0.1338263,-0.121083066,2024-06-30,25068,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,-0.0160339,0.3778,0.012858608,2024-06-30,25069,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,0.16340764,0.6618376,0.10395949,2024-06-30,25070,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,0.044644583,0.53682995,-0.0036564472,2024-06-30,25071,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,0.2375865,0.5946341,0.15278998,2024-06-30,25072,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,0.21029511,0.7901702,0.2337241,2024-06-30,25073,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,0.21687286,0.6614845,0.16383162,2024-06-30,25074,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,0.22846502,0.7051776,0.18203129,2024-06-30,25075,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,0.105270945,0.32224607,-0.019471312,2024-06-30,25076,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,0.026043812,0.48297417,0.0025197044,2024-06-30,25077,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,-0.033001203,0.52993196,-0.062891364,2024-06-30,25078,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,-0.057982706,0.4539959,-0.115083955,2024-06-30,25079,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,0.34873444,0.7945551,0.36820805,2024-06-30,25080,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,-0.039913617,0.3958853,-0.08074349,2024-06-30,25081,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,0.15551876,0.7894224,0.12505758,2024-06-30,25082,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,-0.089566685,0.3030221,-0.13673398,2024-06-30,25083,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,-0.058347754,0.37045205,-0.09402455,2024-06-30,25084,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,-4.204972E-4,0.447955,-0.10470427,2024-06-30,25085,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,0.04242261,0.5441239,-0.005269304,2024-06-30,25086,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,-0.02457645,0.49856284,-0.0703162,2024-06-30,25087,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,-0.116210066,0.31969267,-0.146456,2024-06-30,25088,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,0.10288174,0.55141866,0.06548136,2024-06-30,25089,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,0.08769681,0.5474704,0.08903112,2024-06-30,25090,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,0.04692146,0.53431064,0.02555366,2024-06-30,25091,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,0.175639,0.6636825,0.19816664,2024-06-30,25092,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,0.31762668,0.67716354,0.2885373,2024-06-30,25093,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,0.276352,0.7150748,0.25283104,2024-06-30,25094,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,0.20387936,0.521361,0.17299145,2024-06-30,25095,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,0.0727828,0.62627435,0.036525346,2024-06-30,25096,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,0.2581709,0.80260396,0.26218396,2024-06-30,25097,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,0.22009431,0.7258513,0.24629126,2024-06-30,25098,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,0.14744672,0.5815897,0.107105605,2024-06-30,25099,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,-0.030384209,0.51212806,-0.057050392,2024-06-30,25100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,0.048346434,0.5346037,0.013970569,2024-06-30,25101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,0.28866443,0.64994437,0.26082015,2024-06-30,25102,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,0.18457502,0.607002,0.13925433,2024-06-30,25103,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,0.3149959,0.7228436,0.28582224,2024-06-30,25104,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,0.021715906,0.463216,-0.0014680567,2024-06-30,25105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,0.1509924,0.6876322,0.14381072,2024-06-30,25106,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,0.120874554,0.50316197,0.11062459,2024-06-30,25107,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,0.087533146,0.5277841,0.08427261,2024-06-30,25108,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,0.13085613,0.6062429,0.07859467,2024-06-30,25109,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,0.26376608,0.819444,0.21334505,2024-06-30,25110,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,-0.004118704,0.4559496,-0.059358977,2024-06-30,25111,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,0.11074817,0.62065613,0.06555453,2024-06-30,25112,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,0.11930612,0.5045433,0.080875665,2024-06-30,25113,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,0.01842303,0.42526725,-0.05477226,2024-06-30,25114,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,0.17562784,0.7148767,0.07948469,2024-06-30,25115,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,0.31081286,0.7358858,0.2862382,2024-06-30,25116,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,-0.04717331,0.4385597,-0.091695316,2024-06-30,25117,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,0.015330358,0.42859668,-0.06217124,2024-06-30,25118,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,-0.08731668,0.232549,-0.16833368,2024-06-30,25119,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,-0.011350988,0.54357123,-0.04709082,2024-06-30,25120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,0.12342539,0.6750215,0.121043876,2024-06-30,25121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,0.12999314,0.5967129,0.11402391,2024-06-30,25122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,-0.024449185,0.5266297,-0.03954269,2024-06-30,25123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,0.09354211,0.6616768,-0.005518309,2024-06-30,25124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,0.1925734,0.71183527,0.19792561,2024-06-30,25125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,-0.043258086,0.4311258,-0.08976814,2024-06-30,25126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,-0.08212643,0.24774511,-0.104915604,2024-06-30,25127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,-0.014068273,0.50466555,-0.062357258,2024-06-30,25128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,0.17279685,0.6962046,0.16961116,2024-06-30,25129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,-0.08725914,0.44568497,-0.118986405,2024-06-30,25130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,0.10093507,0.60494363,0.05474752,2024-06-30,25131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,0.20194575,0.72022825,0.16468063,2024-06-30,25132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,0.064379066,0.6713181,0.0036872374,2024-06-30,25133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,-0.0035286478,0.3630138,-0.047312513,2024-06-30,25134,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,0.18606496,0.71043676,0.13753411,2024-06-30,25135,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,0.012959064,0.33387953,-0.01367454,2024-06-30,25136,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,-0.043035187,0.47059503,-0.07585125,2024-06-30,25137,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,-0.072782956,0.35447705,-0.10390947,2024-06-30,25138,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,0.08509238,0.63325804,0.050848536,2024-06-30,25139,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,-0.005705416,0.42663994,-0.062258188,2024-06-30,25140,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,-0.07389208,0.4371753,-0.08295146,2024-06-30,25141,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,0.21994962,0.6629403,0.20017998,2024-06-30,25142,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,0.09187115,0.70838684,0.05030818,2024-06-30,25143,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,-0.07005392,0.26778665,-0.06440002,2024-06-30,25144,"{""type"":""MultiPoint"",""coordinates"":[]}"
