system:index,NDII,NDVI,NDWI,date,point_id,.geo
134_0,0.0790546,0.56442046,0.013445085,2024-05-21,25134,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,-0.039011076,0.48481676,-0.065876156,2024-05-21,25138,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,0.04021618,0.48793185,0.02028233,2024-05-21,25140,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,0.24701701,0.7330869,0.2249804,2024-05-21,25142,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,0.12286063,0.5433751,0.109525286,2024-05-21,25145,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,0.18696928,0.47128245,0.17370155,2024-05-21,25146,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,0.0521938,0.0878485,-0.04853922,2024-05-21,25147,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,0.009690187,0.47767252,-0.050984938,2024-05-21,25149,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,0.08457711,0.51935345,0.03776874,2024-05-21,25150,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,0.2642749,0.70345163,0.23206751,2024-05-21,25152,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,0.06833268,0.17944397,0.07983031,2024-05-21,25154,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,4.7029316E-4,0.0741802,0.028345017,2024-05-21,25155,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,0.12306502,0.6499852,0.10292953,2024-05-21,25156,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,0.14878766,0.63354397,0.102111995,2024-05-21,25157,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,0.104211494,0.5331565,0.08680664,2024-05-21,25158,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,0.13198356,0.35869566,0.025465732,2024-05-21,25159,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,0.09677419,0.3804511,0.085427135,2024-05-21,25160,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,0.030307656,0.060587134,0.033553984,2024-05-21,25161,"{""type"":""MultiPoint"",""coordinates"":[]}"
