lon,lat,date,LFMC
17.13739291302972,43.126590296105796,2024-01-02,140.0
16.962137301076332,43.12811026822453,2024-01-02,142.0
16.950541661270258,43.12686787014089,2024-01-02,92.0
17.17052980186897,43.12155404496836,2024-01-02,133.0
16.889385642240164,43.12501293834314,2024-01-02,144.0
16.918080471047286,43.12273445023475,2024-01-02,140.0
16.997499641247977,43.11921401103906,2024-01-02,147.0
16.877514763386966,43.11872510984577,2024-01-02,147.0
16.70076969271198,43.092584586356594,2024-01-02,140.0
16.680283182233552,43.084783101762014,2024-01-02,82.0
16.497725306968114,43.9698997681248,2024-01-12,39.0
16.460603990869732,43.92527296970257,2024-01-12,57.0
16.456793511455235,43.90695442504416,2024-01-12,86.0
16.389067228601398,43.88636942486649,2024-01-12,56.0
16.449047461923204,43.84429791792421,2024-01-12,94.0
16.516050996737103,43.79814011988287,2024-01-12,111.0
16.5425267576436,43.773925954809044,2024-01-12,35.0
16.371809249817385,43.76349767901132,2024-01-12,84.0
16.449651174431306,43.751011884948916,2024-01-12,146.0
16.622630165929323,43.74022301350219,2024-01-12,138.0
16.4365149240749,43.7366816770964,2024-01-12,118.0
16.663159515171635,43.72838560898527,2024-01-12,136.0
16.614125885147658,43.72413667284021,2024-01-12,83.0
16.715225128855664,43.71681142899877,2024-01-12,72.0
16.573136041355642,43.713903752675726,2024-01-12,124.0
16.4341604049109,43.71087029736011,2024-01-12,157.0
16.48469207405148,43.706353331868726,2024-01-12,159.0
16.656423360000616,43.70021156248886,2024-01-12,67.0
16.677386786653262,43.69540386903262,2024-01-12,60.0
16.44079784450922,43.692599035899846,2024-01-12,47.0
16.715828996689947,43.68141744519089,2024-01-12,73.0
16.496060350550863,43.67937359839026,2024-01-12,68.0
16.779173671386175,43.671264878944534,2024-01-12,74.0
16.26593993556436,43.67405074247033,2024-01-12,72.0
16.255956258215143,43.67118959369454,2024-01-12,68.0
16.424791169821553,43.66641833441924,2024-01-12,75.0
16.66597805762921,43.65982552662309,2024-01-12,73.0
16.51251511687929,43.65781780607686,2024-01-12,139.0
16.514998620026805,43.65301284363694,2024-01-12,59.0
16.360528709218855,43.64937361733774,2024-01-12,59.0
16.360038991636635,43.64415715801652,2024-01-12,66.0
16.54657460352067,43.63674302642787,2024-01-12,114.0
16.220410819941772,43.63717955313791,2024-01-12,50.0
16.76246685786474,43.62596424963998,2024-01-12,120.0
16.617904508373286,43.62459066138977,2024-01-12,40.0
16.524648835289515,43.62272136179227,2024-01-12,65.0
16.128901856664,43.62308328133639,2024-01-12,126.0
16.408974385590955,43.61592221854259,2024-01-12,160.0
16.35659297041249,43.61223400838701,2024-01-12,83.0
16.360604192830667,43.60876481086878,2024-01-12,59.0
16.38804990427811,43.60600373049102,2024-01-12,50.0
16.390599430373847,43.603721740755844,2024-01-12,62.0
16.65980241058792,43.59769836966947,2024-01-12,115.0
16.053802550501143,43.602460712839154,2024-01-12,149.0
16.133526030989334,43.598726619323294,2024-01-12,159.0
16.291516854564566,43.59407939589723,2024-01-12,55.0
16.122514775171318,43.59289259899226,2024-01-12,139.0
16.071678487476913,43.59040915124781,2024-01-12,91.0
16.089333244819773,43.587090847823404,2024-01-12,97.0
16.117889139985536,43.5839338549963,2024-01-12,108.0
16.600608107553956,43.57531239632575,2024-01-12,93.0
16.22625709253641,43.57715015932736,2024-01-12,48.0
16.19920431754082,43.57446581623761,2024-01-12,98.0
16.190485487703,43.571945764794435,2024-01-12,51.0
16.38233874433221,43.567625736871705,2024-01-12,110.0
16.14496642096551,43.56826886243801,2024-01-12,48.0
16.905904514339543,43.556222847772155,2024-01-12,69.0
16.19725681742441,43.56368132235791,2024-01-12,59.0
16.454315648416024,43.55862899779551,2024-01-12,101.0
16.529390198974074,43.55548820116863,2024-01-12,159.0
16.267307193314277,43.55617312104967,2024-01-12,143.0
16.926213511979554,43.54471746393251,2024-01-12,150.0
16.458424099216888,43.54930246769444,2024-01-12,164.0
16.50093270714353,43.546231071979115,2024-01-12,70.0
16.735211524787967,43.54021344787028,2024-01-12,75.0
16.30405270733041,43.54351426877828,2024-01-12,117.0
16.09126452001598,43.543132356232135,2024-01-12,56.0
16.534828237207083,43.535606381262276,2024-01-12,137.0
16.528207255753628,43.53317394790644,2024-01-12,118.0
16.22229858801821,43.53451309527731,2024-01-12,61.0
16.140711807225422,43.53310526034135,2024-01-12,102.0
16.947216691854305,43.52041098181235,2024-01-12,50.0
16.2631309902664,43.528126492392865,2024-01-12,133.0
16.568893695877314,43.52244815821521,2024-01-12,85.0
16.06781616596941,43.526065786817966,2024-01-12,126.0
16.133100441347707,43.52318633338146,2024-01-12,107.0
16.117589139373916,43.52081784954521,2024-01-12,160.0
16.587939533816602,43.512640835414004,2024-01-12,57.0
16.97674372457012,43.503877009177,2024-01-12,140.0
16.553286647486043,43.507354327339186,2024-01-12,115.0
16.065676594358923,43.50996825288405,2024-01-12,113.0
16.03693482213835,43.50762132735666,2024-01-12,51.0
16.06311581015718,43.505039780936755,2024-01-12,122.0
16.55413863176329,43.497168093757516,2024-01-12,166.0
16.038298728357464,43.50058566182455,2024-01-12,126.0
16.100465634137482,43.49775313206768,2024-01-12,145.0
16.24090577901576,43.49433414130981,2024-01-12,151.0
16.063419321947524,43.4941418553629,2024-01-12,156.0
16.366199022663558,43.4890337280446,2024-01-12,139.0
16.257850342205796,43.48838628236537,2024-01-12,150.0
16.139979453340764,43.48764141412602,2024-01-12,60.0
17.160981723742662,43.470648841890515,2024-01-12,162.0
16.095001560789616,43.482858579527075,2024-01-12,154.0
16.888322408343814,43.468905590100185,2024-01-12,104.0
16.663306995066993,43.46843933436399,2024-01-12,95.0
16.913402834525257,43.46056492757093,2024-01-12,119.0
16.67284865787707,43.46028641649567,2024-01-12,56.0
16.763058576819066,43.45514900674785,2024-01-12,87.0
16.648131536996026,43.451371146001314,2024-01-12,56.0
16.660372605657145,43.44705209671378,2024-01-12,126.0
16.65806045590821,43.44384415089294,2024-01-12,107.0
16.077933657436468,43.44790412876209,2024-01-12,111.0
16.140516569726195,43.44387537290833,2024-01-12,135.0
16.090146358316524,43.43977451678106,2024-01-12,149.0
17.118552033560633,43.420390259618515,2024-01-12,39.0
17.190006656742142,43.41166024494788,2024-01-12,43.0
16.821016460491197,43.40948980395981,2024-01-12,50.0
16.230169690220613,43.410170291272124,2024-01-12,157.0
16.174495359263314,43.405263060768114,2024-01-12,145.0
16.273422060209654,43.399521891414345,2024-01-12,132.0
16.208882020607533,43.39554017390326,2024-01-12,144.0
17.151255449091817,43.37764028498889,2024-01-12,93.0
16.251319501225538,43.38761003878711,2024-01-12,136.0
16.511195545840284,43.38203961764963,2024-01-12,153.0
16.446845429298403,43.3807109549878,2024-01-12,141.0
16.31054973532384,43.3803733586685,2024-01-12,121.0
16.438855471459455,43.376939916454205,2024-01-12,135.0
16.49088521388243,43.374382449136654,2024-01-12,162.0
16.588812171358427,43.37126279632998,2024-01-12,147.0
16.49338817938703,43.370748057061626,2024-01-12,131.0
16.58205809800811,43.367844768638896,2024-01-12,128.0
16.297483768849492,43.36971712654383,2024-01-12,150.0
16.62737159721396,43.36387722375798,2024-01-12,94.0
16.580695732372323,43.36291123893431,2024-01-12,154.0
16.53796862118705,43.36187314325475,2024-01-12,162.0
16.515721687992187,43.36054942708234,2024-01-12,116.0
16.486567082581974,43.35931139074145,2024-01-12,153.0
16.339594682486986,43.35950683611579,2024-01-12,85.0
16.700997721008726,43.35317101702433,2024-01-12,131.0
17.160302435520116,43.343884212915235,2024-01-12,110.0
16.80734345448317,43.34838796543965,2024-01-12,138.0
16.770539807814693,43.34716294517274,2024-01-12,155.0
16.795154100348736,43.34506832584617,2024-01-12,138.0
16.600744014927052,43.346244460431855,2024-01-12,117.0
16.738947695729145,43.34260537766307,2024-01-12,145.0
16.77515270870749,43.34033820276947,2024-01-12,156.0
16.59407303520207,43.34120518035889,2024-01-12,92.0
16.672460274055577,43.33846474541682,2024-01-12,147.0
16.758732683420202,43.33563958143668,2024-01-12,154.0
16.36802125145302,43.33945068555862,2024-01-12,143.0
17.153868213624627,43.32590721191368,2024-01-12,68.0
16.57722379839754,43.33369508476034,2024-01-12,91.0
16.652643307158996,43.33100915077263,2024-01-12,154.0
16.806464156447333,43.32706169361997,2024-01-12,157.0
17.002905608414128,43.322168510279376,2024-01-12,148.0
16.65177420097612,43.326249404716634,2024-01-12,140.0
16.840474072974,43.32192712082137,2024-01-12,92.0
16.553679398578826,43.32465286331823,2024-01-12,149.0
16.464871319029786,43.32438428215464,2024-01-12,91.0
16.55212882781855,43.32188256207595,2024-01-12,35.0
16.61755700324708,43.31962510928141,2024-01-12,150.0
16.594098534584223,43.318603880109606,2024-01-12,152.0
16.442179971386825,43.31927005730754,2024-01-12,135.0
16.785212859368627,43.31316863688279,2024-01-12,147.0
16.41968057749359,43.316940306283634,2024-01-12,149.0
16.6098634638762,43.3131604858071,2024-01-12,149.0
16.429851948517904,43.31420230023711,2024-01-12,160.0
16.459776022902027,43.3124735720513,2024-01-12,123.0
16.57462524169943,43.309509121535704,2024-01-12,134.0
16.74085296388708,43.30565863797319,2024-01-12,108.0
16.542994947112984,43.30696883161368,2024-01-12,148.0
16.65240444390057,43.30399951403683,2024-01-12,146.0
17.04766363511413,43.2961637548792,2024-01-12,148.0
16.60832455732273,43.3015664778631,2024-01-12,120.0
16.757149573060406,43.29784571593373,2024-01-12,152.0
16.658890751770336,43.29769257634787,2024-01-12,141.0
17.036365149133935,43.29006254483726,2024-01-12,162.0
17.13485932121769,43.28673519571155,2024-01-12,64.0
16.615509341717082,43.29354132901552,2024-01-12,153.0
16.744718493713258,43.28993212773283,2024-01-12,146.0
16.755758207543014,43.28805232558253,2024-01-12,105.0
16.799445228739106,43.28566237643977,2024-01-12,85.0
16.613847319765974,43.28663139812372,2024-01-12,141.0
16.513257834027844,43.28620579389026,2024-01-12,156.0
16.75136513974506,43.28100623018057,2024-01-12,97.0
17.084369274705754,43.27362010876196,2024-01-12,100.0
16.735368326358305,43.277558305370704,2024-01-12,134.0
16.7164675295563,43.275952642065654,2024-01-12,105.0
16.535201343624287,43.27654870166217,2024-01-12,56.0
16.778679309932695,43.27094994685235,2024-01-12,47.0
17.093130886837923,43.26319515752548,2024-01-12,111.0
16.643409172839704,43.26757123271214,2024-01-12,161.0
16.613155599814192,43.265120560294285,2024-01-12,148.0
17.2966682934003,43.250013558641456,2024-01-12,132.0
17.297716447771236,43.24513020652566,2024-01-12,100.0
17.23339318404849,43.2410021803861,2024-01-12,151.0
17.24564190037987,43.235809918358065,2024-01-12,138.0
17.371473359731866,43.22867713763213,2024-01-12,91.0
17.392199630865097,43.22338307990312,2024-01-12,111.0
17.29245697151931,43.21984374488599,2024-01-12,157.0
16.547263835487524,43.22731168554905,2024-01-12,144.0
16.564416690705947,43.22392677071578,2024-01-12,152.0
17.418736893838656,43.20634701050521,2024-01-12,167.0
16.548752422868827,43.218016872913694,2024-01-12,141.0
17.12796602861351,43.20564480492722,2024-01-12,128.0
16.617881767609166,43.21093682487839,2024-01-12,140.0
16.649314312281135,43.207876567030176,2024-01-12,145.0
16.611096717469362,43.20571992627644,2024-01-12,166.0
17.24257459116323,43.192469334409225,2024-01-12,153.0
16.571588569354095,43.201137012726655,2024-01-12,65.0
16.489954192520578,43.199978392785376,2024-01-12,163.0
17.41790011992238,43.18205318782525,2024-01-12,67.0
16.575479864435717,43.194510151933414,2024-01-12,131.0
16.47639460630953,43.19403109835132,2024-01-12,132.0
16.600611198806497,43.19073949827716,2024-01-12,139.0
16.379983058036345,43.19199320400871,2024-01-12,163.0
16.498913678616766,43.18887574213743,2024-01-12,116.0
17.406913422275917,43.171749957636,2024-01-12,161.0
16.510516379884933,43.18530136515122,2024-01-12,103.0
17.274998937083563,43.17084873170625,2024-01-12,134.0
17.419603306213258,43.16598951925791,2024-01-12,68.0
16.5246425851734,43.1793510077811,2024-01-12,139.0
16.488185538287475,43.17785011394311,2024-01-12,164.0
16.573615373165147,43.17463570052033,2024-01-12,148.0
16.50357971993525,43.17341663233215,2024-01-12,153.0
16.619377843032282,43.16976482800996,2024-01-12,131.0
16.576773940050145,43.168288986585004,2024-01-12,152.0
16.66132058870748,43.16493118836706,2024-01-12,168.0
17.25697612289741,43.15247675672521,2024-01-12,161.0
16.629236974076935,43.16116050989028,2024-01-12,132.0
16.60754881493796,43.15966644166485,2024-01-12,157.0
16.472742342094364,43.159860637326005,2024-01-12,95.0
16.573039509486385,43.15699459405462,2024-01-12,128.0
16.836458273167302,43.15153793457448,2024-01-12,147.0
16.811330553963213,43.15022774981392,2024-01-12,155.0
16.957419506303463,43.145930014404215,2024-01-12,147.0
16.71102942378138,43.147720030805786,2024-01-12,166.0
16.52965294549827,43.14839826625026,2024-01-12,134.0
16.969405100953853,43.1400514245359,2024-01-12,145.0
17.032397104413263,43.13741867649122,2024-01-12,141.0
17.301304504351258,43.130973264618675,2024-01-12,152.0
16.79894058875258,43.1387173453746,2024-01-12,155.0
17.033626505696525,43.133704979569465,2024-01-12,168.0
17.10854126287826,43.13126789228505,2024-01-12,161.0
17.03404640261368,43.13153643237581,2024-01-12,152.0
16.843915340665223,43.133678988570544,2024-01-12,139.0
16.685839219871912,43.13503737645059,2024-01-12,128.0
16.652011356230414,43.13445035575069,2024-01-12,68.0
16.61437378015689,43.13390715168735,2024-01-12,73.0
17.06937670336152,43.125590013852914,2024-01-12,136.0
16.8063998961876,43.128964888242805,2024-01-12,137.0
16.99706693757259,43.12480437580433,2024-01-12,138.0
16.728185546037476,43.128102227499305,2024-01-12,160.0
16.994416659894657,43.122689531688934,2024-01-12,150.0
17.080247716638972,43.11990006673668,2024-01-12,154.0
17.11103183117538,43.11789531304512,2024-01-12,163.0
16.968846384706286,43.11881035102986,2024-01-12,99.0
17.030941876069463,43.11574365225986,2024-01-12,160.0
16.682386412649986,43.09429715658215,2024-01-12,143.0
16.67540786013756,43.08620530698072,2024-01-12,147.0
16.15840207197658,43.07171685014108,2024-01-12,155.0
16.184330720488262,43.06595845898953,2024-01-12,154.0
16.119765516799948,43.06120558362359,2024-01-12,124.0
16.236062979342567,43.05505574150758,2024-01-12,118.0
16.144037258162765,43.05223076148201,2024-01-12,156.0
16.17613811513965,43.048573517106476,2024-01-12,152.0
16.130402279286102,43.04525240373295,2024-01-12,148.0
16.227037703988582,43.039664499916626,2024-01-12,159.0
16.122002237544034,43.035699825280744,2024-01-12,126.0
16.147436869868876,43.030404867604624,2024-01-12,48.0
16.18109554126023,43.02537986869257,2024-01-12,153.0
16.117322452319335,43.02133773413948,2024-01-12,97.0
16.09979849591828,43.01592442262293,2024-01-12,145.0
16.00022541802077,42.98261904251893,2024-01-12,136.0
16.46214206948633,43.96261776101726,2024-01-22,58.0
16.49299090358027,43.925214466411404,2024-01-22,111.0
16.476921150167126,43.90003338437354,2024-01-22,88.0
16.632483578693318,43.79203411419986,2024-01-22,90.0
16.690453474547738,43.76291958361994,2024-01-22,83.0
16.36436828462387,43.75314238024826,2024-01-22,67.0
16.67819762343991,43.73779976255987,2024-01-22,71.0
16.621408706545616,43.73177681500264,2024-01-22,80.0
16.480996676929582,43.72765029131622,2024-01-22,160.0
16.57663036106002,43.71934791380828,2024-01-22,120.0
16.631820503887134,43.71281070489243,2024-01-22,85.0
16.481537043853614,43.70927550342651,2024-01-22,167.0
16.622368933194522,43.70295106008457,2024-01-22,27.0
16.481297607300334,43.69955446409301,2024-01-22,161.0
16.34726714464635,43.69401002235194,2024-01-22,58.0
16.737850774233987,43.67928390563159,2024-01-22,59.0
16.167810323049423,43.68013771824181,2024-01-22,80.0
16.657550321585184,43.66904197130478,2024-01-22,85.0
16.597325928332936,43.66656817472351,2024-01-22,41.0
16.33213860332976,43.66645535351759,2024-01-22,66.0
16.54541191837271,43.65908844260162,2024-01-22,62.0
16.5362193773292,43.65362996153327,2024-01-22,69.0
16.551300113794237,43.64694344542752,2024-01-22,132.0
16.24436463715539,43.644484620135955,2024-01-22,70.0
16.32197410690719,43.63848107348328,2024-01-22,70.0
16.34679239100684,43.63395946446981,2024-01-22,63.0
16.31161866056794,43.629776484018784,2024-01-22,51.0
16.305719982883723,43.62642250783842,2024-01-22,138.0
16.325818104466524,43.621599114293396,2024-01-22,81.0
16.404759876730424,43.61588405390115,2024-01-22,91.0
16.162553717453637,43.613471832553834,2024-01-22,116.0
16.74691139723627,43.60243276061503,2024-01-22,154.0
16.096400352780023,43.60791270996532,2024-01-22,54.0
16.23621302267346,43.60369491558745,2024-01-22,54.0
16.511753227347555,43.59777158560936,2024-01-22,63.0
16.33517912359999,43.59654905333434,2024-01-22,67.0
16.341052338876974,43.59323884868383,2024-01-22,80.0
16.13699626410662,43.592209231907034,2024-01-22,61.0
16.14424251116497,43.58889546337072,2024-01-22,62.0
16.05847378469761,43.58621022245916,2024-01-22,41.0
16.17185408672755,43.58186268680629,2024-01-22,105.0
16.111733032734424,43.57922172618918,2024-01-22,116.0
16.067344591015495,43.57649336184566,2024-01-22,70.0
16.500870292861645,43.56865197361038,2024-01-22,44.0
16.202947741091812,43.56965431950723,2024-01-22,63.0
16.08355279685046,43.56868739178616,2024-01-22,61.0
16.51097399257834,43.56167579295551,2024-01-22,79.0
16.280309792441514,43.56215101311979,2024-01-22,144.0
16.31640726903043,43.55948999605312,2024-01-22,74.0
16.496439703771717,43.55475379597269,2024-01-22,127.0
16.52273095937704,43.551615324807344,2024-01-22,106.0
16.31969635830088,43.551348392131786,2024-01-22,142.0
16.113555027034973,43.55039084038429,2024-01-22,115.0
16.149514783989293,43.54697350434973,2024-01-22,141.0
16.8980353781512,43.534294075325064,2024-01-22,159.0
16.146806468123888,43.541238058234406,2024-01-22,52.0
16.793825913723,43.53003444300846,2024-01-22,44.0
16.478054358198676,43.53194257678397,2024-01-22,98.0
16.263337395655444,43.532086031840734,2024-01-22,44.0
16.096877211985436,43.531823449069215,2024-01-22,53.0
16.110824722026134,43.5297979041458,2024-01-22,96.0
16.571738652634824,43.5224090761237,2024-01-22,139.0
16.107281162185508,43.5255102799425,2024-01-22,161.0
17.111881082248807,43.50911325203561,2024-01-22,110.0
16.098532275743114,43.52073242718084,2024-01-22,62.0
17.004390021421315,43.50573656506036,2024-01-22,161.0
16.265664128220024,43.51315158506542,2024-01-22,143.0
16.30690653501543,43.50944605059827,2024-01-22,148.0
16.52462028022218,43.50377843514551,2024-01-22,105.0
16.06759538485357,43.506528754034605,2024-01-22,46.0
16.090431850600485,43.503792049912775,2024-01-22,107.0
16.61024280050549,43.49531108162759,2024-01-22,99.0
16.046689971942307,43.49942864206333,2024-01-22,110.0
16.13618652893119,43.49641326044157,2024-01-22,80.0
16.6181036438466,43.48862707583714,2024-01-22,157.0
16.624726121301343,43.48655223711352,2024-01-22,71.0
16.061017739759176,43.491192772447924,2024-01-22,151.0
16.246329481120974,43.48743195212283,2024-01-22,131.0
16.167898684515617,43.4860990336635,2024-01-22,126.0
16.05706665627601,43.48447619367402,2024-01-22,142.0
16.659131982329296,43.47399252858746,2024-01-22,28.0
16.591548829236416,43.471081624867935,2024-01-22,43.0
16.895901503665876,43.46220715408472,2024-01-22,47.0
16.909485104522176,43.4578391717241,2024-01-22,65.0
16.935922355657574,43.453522732597584,2024-01-22,68.0
17.17638228009122,43.445055360750125,2024-01-22,59.0
16.799762884883577,43.44665339645476,2024-01-22,131.0
16.156854989748123,43.45172504190785,2024-01-22,116.0
16.909499489220806,43.43866019065763,2024-01-22,95.0
16.154888358173885,43.445802098846414,2024-01-22,115.0
17.242641770285648,43.42558636804774,2024-01-22,61.0
16.132110732373647,43.43711564589083,2024-01-22,133.0
16.742993941629347,43.423581960122995,2024-01-22,162.0
16.996305854257653,43.41052501231333,2024-01-22,49.0
16.797580792596307,43.40634906526163,2024-01-22,136.0
16.21839544887314,43.40813531963699,2024-01-22,126.0
16.901527983550373,43.3932320638599,2024-01-22,162.0
16.270035998276036,43.39703833730055,2024-01-22,148.0
16.21895291001799,43.39282199927811,2024-01-22,150.0
16.43673399315634,43.38642113146379,2024-01-22,113.0
16.263868798767916,43.38549106428594,2024-01-22,129.0
16.220741956390075,43.383528424378326,2024-01-22,145.0
16.24501132007634,43.38101566944533,2024-01-22,101.0
16.453036242846782,43.376310376237576,2024-01-22,163.0
16.264541935617448,43.37629917390499,2024-01-22,130.0
16.941611212969573,43.36473537669034,2024-01-22,121.0
16.63117152850333,43.36751483978728,2024-01-22,47.0
16.527974347094204,43.36686946921915,2024-01-22,153.0
16.325202948757017,43.367328243914166,2024-01-22,154.0
16.556496868386848,43.36252286224967,2024-01-22,94.0
17.21541674662191,43.34976262346214,2024-01-22,66.0
16.58699354802367,43.358321844120155,2024-01-22,152.0
16.60927136759339,43.356119567369205,2024-01-22,132.0
16.33980181054247,43.3577035337188,2024-01-22,120.0
16.34876800564158,43.35579725367271,2024-01-22,156.0
16.66252984474958,43.349774920589965,2024-01-22,151.0
16.678878970495116,43.34755508700246,2024-01-22,129.0
16.715331339711096,43.345123140278346,2024-01-22,77.0
16.55186864491784,43.345567575243614,2024-01-22,56.0
16.37963999480305,43.345884308052625,2024-01-22,146.0
16.73958992121842,43.339173972689736,2024-01-22,155.0
16.649279578672427,43.33889149147775,2024-01-22,64.0
16.554530756104796,43.33868810711259,2024-01-22,52.0
16.62207074720083,43.33630927251973,2024-01-22,110.0
16.982044940492163,43.32919519188175,2024-01-22,161.0
16.723468865387947,43.33185447520416,2024-01-22,76.0
16.856452511755695,43.32824194276813,2024-01-22,155.0
16.484421790736878,43.33205603504388,2024-01-22,56.0
16.692514289820057,43.32763459915455,2024-01-22,101.0
16.792333207538814,43.32467282304042,2024-01-22,88.0
16.562732822042065,43.326600503424885,2024-01-22,160.0
17.01005313486338,43.31826129008779,2024-01-22,149.0
16.64242796584612,43.32269224508106,2024-01-22,119.0
16.61218747948842,43.32177194327809,2024-01-22,96.0
16.607343815331788,43.320489474538505,2024-01-22,157.0
16.465654314530823,43.32104262016443,2024-01-22,123.0
16.89521569698549,43.31346926074263,2024-01-22,130.0
16.664190396431106,43.315714367825805,2024-01-22,101.0
16.869376566707455,43.311283379302594,2024-01-22,126.0
16.52408560794667,43.31505624281016,2024-01-22,37.0
16.792762022310058,43.30989901019924,2024-01-22,136.0
16.82994180069056,43.30795939164022,2024-01-22,148.0
16.71158400904917,43.308351573266265,2024-01-22,53.0
16.574113610534962,43.30879581372846,2024-01-22,154.0
16.8415165078739,43.30336144704756,2024-01-22,143.0
16.679907637795242,43.304319131189935,2024-01-22,96.0
16.474777486464905,43.305617822059524,2024-01-22,149.0
16.62448844993425,43.302058351839804,2024-01-22,154.0
16.768753630375215,43.298387162248176,2024-01-22,110.0
16.742090223139645,43.29717569589454,2024-01-22,66.0
16.552268123685593,43.298289142545194,2024-01-22,136.0
16.622595452556194,43.29578214908607,2024-01-22,112.0
16.772637023248304,43.29202397528778,2024-01-22,151.0
16.661447426006816,43.29198269115337,2024-01-22,159.0
16.58907070659545,43.29130048881981,2024-01-22,152.0
16.655440051032436,43.288648141137266,2024-01-22,151.0
17.05453144574781,43.28046314776593,2024-01-22,140.0
16.526955169007206,43.286834126933314,2024-01-22,60.0
16.843657219844296,43.28036587341962,2024-01-22,139.0
16.773631363791925,43.27958252079161,2024-01-22,98.0
16.758671081871416,43.27792265586825,2024-01-22,80.0
16.643806141136054,43.277740533717775,2024-01-22,99.0
16.72283754187374,43.27459623524692,2024-01-22,65.0
16.839422412099747,43.2707093544477,2024-01-22,151.0
16.545821415678116,43.27253372998939,2024-01-22,46.0
16.581350023516976,43.26925659866743,2024-01-22,55.0
16.688065158921365,43.264939813171225,2024-01-22,61.0
17.241073705615857,43.252287321859846,2024-01-22,61.0
17.084204860764967,43.25075216882195,2024-01-22,128.0
17.287342589287615,43.24110620988355,2024-01-22,122.0
17.348928699692745,43.23481519287434,2024-01-22,151.0
17.367693993435065,43.22965588822114,2024-01-22,71.0
17.413036999967265,43.22411575841581,2024-01-22,61.0
17.359679972422338,43.21982684438562,2024-01-22,121.0
17.253799247508265,43.21656031944717,2024-01-22,137.0
17.326005068814787,43.21169266010182,2024-01-22,135.0
17.41716290773607,43.207010593608274,2024-01-22,73.0
17.272520248495084,43.20682530917029,2024-01-22,131.0
17.265761421406374,43.20380792396657,2024-01-22,108.0
17.299473722650486,43.20016352938156,2024-01-22,156.0
17.146004559491107,43.200535396821365,2024-01-22,155.0
17.240004083332593,43.19621149561233,2024-01-22,96.0
16.602074018145885,43.20431589105353,2024-01-22,135.0
16.612838095659352,43.20173338691994,2024-01-22,153.0
17.27454074767031,43.18832627651979,2024-01-22,94.0
17.241878391234778,43.186900291655064,2024-01-22,139.0
16.532208993667886,43.196538708169896,2024-01-22,37.0
16.633903073806827,43.193150229880814,2024-01-22,151.0
17.259622093935892,43.18087831168005,2024-01-22,76.0
17.375500062161386,43.17699905996013,2024-01-22,75.0
17.421784796481045,43.17449741982488,2024-01-22,52.0
17.190844851948963,43.177534371826006,2024-01-22,127.0
17.245374491088143,43.17485590443257,2024-01-22,76.0
16.44076135431011,43.18602114635489,2024-01-22,125.0
17.214634684282817,43.17194363910713,2024-01-22,129.0
16.49258705409895,43.181754792736925,2024-01-22,145.0
16.63509620968306,43.177915474573595,2024-01-22,55.0
16.587940387293163,43.17668887901483,2024-01-22,127.0
16.585552277378337,43.17474099765766,2024-01-22,126.0
17.412535123287896,43.15830511264366,2024-01-22,134.0
16.48570663978849,43.172029336960236,2024-01-22,135.0
16.3520909504584,43.171705669127185,2024-01-22,147.0
16.553125771474857,43.167171783275144,2024-01-22,163.0
17.257132148588816,43.15337411616801,2024-01-22,131.0
16.837294063422792,43.158908235036265,2024-01-22,143.0
